index,time_s,ch1_raw
0,0.0,1532
1,0.002001152016027023,1530
2,0.004002304032054046,1528
3,0.0060034560480810685,1535
4,0.008004608064108092,1546
5,0.010005760080135115,1552
6,0.012006912096162137,1553
7,0.01400806411218916,1552
8,0.016009216128216184,1547
9,0.018010368144243206,1535
10,0.02001152016027023,1525
11,0.02201267217629725,1525
12,0.024013824192324274,1525
13,0.026014976208351297,1518
14,0.02801612822437832,1511
15,0.030017280240405342,1510
16,0.03201843225643237,1512
17,0.03401958427245939,1509
18,0.03602073628848641,1504
19,0.03802188830451343,1501
20,0.04002304032054046,1500
21,0.04202419233656748,1505
22,0.0440253443525945,1513
23,0.04602649636862153,1521
24,0.04802764838464855,1522
25,0.050028800400675574,1519
26,0.05202995241670259,1519
27,0.05403110443272962,1521
28,0.05603225644875664,1522
29,0.058033408464783665,1523
30,0.060034560480810684,1527
31,0.06203571249683771,1531
32,0.06403686451286474,1532
33,0.06603801652889175,1532
34,0.06803916854491877,1528
35,0.0700403205609458,1520
36,0.07204147257697283,1516
37,0.07404262459299985,1522
38,0.07604377660902686,1528
39,0.0780449286250539,1522
40,0.08004608064108092,1508
41,0.08204723265710794,1501
42,0.08404838467313495,1504
43,0.08604953668916199,1508
44,0.088050688705189,1508
45,0.09005184072121603,1505
46,0.09205299273724306,1499
47,0.09405414475327008,1495
48,0.0960552967692971,1494
49,0.09805644878532412,1496
50,0.10005760080135115,1500
51,0.10205875281737817,1505
52,0.10405990483340519,1512
53,0.1060610568494322,1517
54,0.10806220886545924,1514
55,0.11006336088148626,1500
56,0.11206451289751328,1487
57,0.11406566491354031,1484
58,0.11606681692956733,1482
59,0.11806796894559435,1473
60,0.12006912096162137,1465
61,0.1220702729776484,1468
62,0.12407142499367542,1482
63,0.12607257700970245,1494
64,0.12807372902572947,1496
65,0.1300748810417565,1494
66,0.1320760330577835,1500
67,0.13407718507381053,1511
68,0.13607833708983755,1515
69,0.13807948910586457,1509
70,0.1400806411218916,1500
71,0.14208179313791863,1492
72,0.14408294515394565,1479
73,0.14608409716997267,1465
74,0.1480852491859997,1468
75,0.1500864012020267,1492
76,0.15208755321805373,1515
77,0.15408870523408075,1518
78,0.1560898572501078,1501
79,0.1580910092661348,1485
80,0.16009216128216183,1485
81,0.16209331329818885,1494
82,0.16409446531421587,1498
83,0.1660956173302429,1496
84,0.1680967693462699,1498
85,0.17009792136229696,1511
86,0.17209907337832397,1527
87,0.174100225394351,1533
