index,time_s,ch1_raw
0,0.0,1148
1,0.002,1166
2,0.004,1168
3,0.006,1155
4,0.008,1138
5,0.01,1130
6,0.012,1128
7,0.014,1128
8,0.016,1130
9,0.018,1135
10,0.02,1142
11,0.022,1146
12,0.024,1141
13,0.026,1124
14,0.028,1110
15,0.03,1108
